Not_Found_Term,Found_Term,Similarity,Count
revisie tbv derden,revisie t b v derden,1.0,39
encefalitis,meningo encefalitis,0.7071067811865476,39
levercirrhose,5q minus syndroom,0.0,39
dad,5q minus syndroom,0.0,37
fibrosis,cystic fibrosis,0.72878366219356,37
progesteronreceptorbepaling negatief,a n f negatief,1.0,37
revisie tbv derden concordant,revisie t b v derden concordant,1.0,36
nasofarynx,5q minus syndroom,0.0,36
ischaemische colitis,colitis,1.0,35
nevus,junction nevus,0.686799894617852,34
consult tbv derden,consult t b v derden,1.0,33
excisiebiopsie,5q minus syndroom,0.0,33
basaalcel carcinoom solide type,carcinoom basaalcel,0.7030565215269992,32
hematothorax,5q minus syndroom,0.0,32
geen duidelijke afwijkingen,mamma geen afwijkingen,0.7031881933365387,32
congenitale afwijkingen,mamma geen afwijkingen,0.6148477152315152,31
grootcelligcarcinoom,5q minus syndroom,0.0,31
tricho-epithelioom,epithelioom,1.0,30
ipreactie,5q minus syndroom,0.0,30
aortaklep stenose,aortaklep,0.7071067811865476,30
gastro-intestinale stromaceltumor,intestinale metaplasie,0.4601372544175745,29
hart tamponade,hart,1.0,29
ductaalcarcinoom in situ,carcinoma in situ,0.8018828659242851,28
asphyxie,5q minus syndroom,0.0,28
coronairsclerosis,5q minus syndroom,0.0,27
thrombo-embolie,embolie,1.0,27
ductaalcarcinoma in situ,carcinoma in situ,0.8018828659242851,27
alcoholabusus,5q minus syndroom,0.0,27
degeneratieve veranderingen,degeneratieve afwijking,0.7832858603667822,27
t-cellymfoom,5q minus syndroom,0.0,26
subduraal haematoom,subduraal,1.0,26
hemopericard,5q minus syndroom,0.0,26
necrosis,bridging necrosis,0.7071067811865476,25
cristabeenmerg,5q minus syndroom,0.0,25
plaveiselcel carcinoom,carcinoom,1.0,25
re excisie,excisie,1.0,25
wig excisie,excisie,1.0,25
crista biopt,biopt,0.668278915383623,25
melanoom in situ,carcinoma in situ,0.6472265756740968,24
metastase adenocarcinoma,metastase adenocarcinoma colloides,0.7250933170705718,23
ventrikelfibrilleren,5q minus syndroom,0.0,23
leukocytoclastische vasculitis,vasculitis,1.0,23
hart ventrikel,ventrikel hart,1.0000000000000002,23
grensvlak naevus,naevus,1.0,23
hemorrhagie,5q minus syndroom,0.0,22
invasief ductaalcarcinoom,invasief carcinoom,0.8446870193178544,22
aspiratie pneumonie,aspiratie,0.7472976510533624,22
anthracose,5q minus syndroom,0.0,22
oesophagitis,chronische oesophagitis,0.8360153564209639,21
reusceltumor van de peesschede,reusceltumor peesschede,0.8054769638754229,21
intrauterine vruchtdood,intra uteriene vruchtdood,0.6430546929089097,21
amyloidangiopathie,5q minus syndroom,0.0,21
polycythaemia vera,polycythemia vera,0.7003857192648282,21
urine blaas,urine,0.7311344432910748,21
endometriosis,endometriosis interna,0.7222820290724155,20
navelstreng afwijking,navelstreng,0.7205013306552154,20
maligne lymfoom b-cel,maligne b cel lymfoom,1.0,20
arterie coronaria,arterie,0.7117464784070049,19
lipoma,infiltrating lipoma,0.6969595269642284,19
inverted papilloom,inverted urotheelcel papilloom,0.7713011858182868,19
amyloidosis,lichen amyloidosis,0.8129926239620348,19
adenocarcinoom in situ,sereus adenocarcinoom in situ,0.8435557394998647,19
m.bowen,bowen,1.0,19
actinische keratosis,actinische degeneratie,0.5607467992689129,18
ethmoid,5q minus syndroom,0.0,18
bulleus pemfigoid,bulleus emfyseem,0.7363195838930257,18
auto-immuun hepatitis,auto,0.6267689984729559,18
pipelle biopt,pipelle,0.7657699582395072,18
primaire lokalisatie onbekend,primaire tumor onbekend,0.7098921438250313,18
oestrogeen receptorbepaling positief,receptorbepaling positief,0.7884658097012607,18
hand rug,rug,0.7505574549936179,18
lichen sclerosus et atroficus,lichen sclerosus et atrophicans,0.6903467006548445,18
porokeratose,porokeratose van mibelli,0.6939713900784283,18
plaveiselcelcarcinoma,plaveiselcelcarcinoma in situ,0.7105316267462871,17
gastro-intestinale stromatumor,intestinale metaplasie,0.4409212832790292,17
infarct litteken,litteken,0.7549677965187057,17
chronische lymfatische leucaemie,chronische lymfatische leukemie,0.824135521853127,17
therapieeffect,5q minus syndroom,0.0,17
multiorgaan falen,multi orgaan falen,0.6165597244563722,17
irritatie fibroom,irritatie,0.790381265448944,17
morfea,basaalcelcarcinoom morfea type,0.7287058505936348,17
naald biopt,biopt,0.6431145862580504,17
ip positief,a n f positief,1.0,17
adenoma,adenoma malignum,0.7194791910294425,16
copd,5q minus syndroom,0.0,16
caverneus haemangioom,caverneus hemangioom,0.7713790845395814,16
pigmentincontinentie,5q minus syndroom,0.0,16
neuro-endocriene tumor graad 1,maligne endocriene tumor,0.654770550672598,16
ischaemisch infarct,infarct,1.0,16
aktinische keratose,keratose,1.0,16
lymfklier paraaortaal,lymfklier,1.0,16
grawitz-tumor,grawitz,0.8849172370598093,16
pyelonephritis,pyelonephritis acuta,0.8229516691372258,16
maligne lymfoom centroblastair,maligne lymfoom,0.6813730280888992,16
boven been,been,0.7071067811865476,16
grootcellig neuro-endocrien carcinoom,grootcellig carcinoom,0.5960758418166447,16
artherosclerose,5q minus syndroom,0.0,15
ebv,ebv positief mucocutaan ulcus,0.5606411013015894,15
haemangioma,haemangioma cavernosum,0.715079642242095,15
2keer,5q minus syndroom,0.0,15
mohsresectie,5q minus syndroom,0.0,15
fibroma,soft fibroma,0.8309593208984639,15
peri-anaal,morbus paget peri anaal,0.8208602298977219,15
chronische myelomonocyten leukemie,chronische leukemie,1.0,15
cin3,5q minus syndroom,0.0,14
neuro-endocrien carcinoom,endocrien klierweefsel,0.5161006555999418,14
calcinosis,calcinosis circumscripta,0.7593960237360613,14
ductus carcinoma infiltrerend,infiltrerend ductus adenocarcinoom,0.7025544210313186,14
frontotemporale dementie,dementie,1.0,14
gliosis,5q minus syndroom,0.0,14
adhaesie,5q minus syndroom,0.0,14
metastase grawitz tumor,metastase grawitz,0.902512634945308,14
cirrhosis,cirrhosis hepatis,0.7363195838930257,14
geneesmiddel effect,effect van geneesmiddel,0.9266229306850846,13
oesophagusslijmvlies,5q minus syndroom,0.0,13
multipele localisaties,multipele sclerose,0.688761704490717,13
barrett oesofagitis,oesofagitis,0.7564661693698291,13
arterie pulmonalis,arterie,0.6853975738821082,13
haemochromatose,5q minus syndroom,0.0,13
infiltrerend ductus carcinoom,infiltrerend ductus adenocarcinoom,0.7623562213385824,13
melanoma,malignant melanoma,0.7071067811865476,13
metastase infiltrerend ductaalcarcinoom,metastase ductuscarcinoom infiltrerend,0.6823984768155106,13
omphalocele,5q minus syndroom,0.0,13
geen afwijkingen.,mamma geen afwijkingen,0.8909895337487386,13
haemorrhagische gastritis,gastritis,1.0,13
pap5,5q minus syndroom,0.0,13
aspergillosis,5q minus syndroom,0.0,13
rheumatoide arthritis,arthritis chronica,0.7998749369203156,13
haemosiderose,5q minus syndroom,0.0,13
cin1,5q minus syndroom,0.0,12
aterosclerose,5q minus syndroom,0.0,12
basaal cel carcinoom,b cel,0.7696984853405537,12
basaalcel carcinoom superficieel type,carcinoom basaalcel,0.7030565215269992,12
dermatofibroma,dermatofibroma protuberans,0.7688566252490612,12
urotheelcel carcinoom,urotheelcel,0.8809503941309358,12
atheromatose,5q minus syndroom,0.0,12
acute myeloide leucaemie,acute myeloide leukemie,0.8177766149219954,12
glomerulosclerosis,5q minus syndroom,0.0,12
lobulair carcinoom in situ,in situ lobulair carcinoom,1.0000000000000002,12
ductaalcarcinoom infiltrerend,infiltrerend plaveiselcelcarcinoom,0.7281474077643852,12
her2-neu negatief,a n f negatief,1.0,12
barrett oesophagus,barrett,1.0,12
capillair haemangioom,capillair,1.0,12
aorta klep,aorta,0.6339424625111904,12
hooggradig neuro-endocrien carcinoom,hooggradig sereus carcinoom,0.5055616801474199,11
myofibrosis,myofibrosis cordis,0.7833250986525363,11
sarcoidosis,5q minus syndroom,0.0,11
metastase neuro-endocriene tumor,maligne endocriene tumor,0.6904017123503704,11
neurofibroma,5q minus syndroom,0.0,11
haemorrhagische ontsteking,ontsteking,1.0,11
placentainsufficientie,5q minus syndroom,0.0,11
keratoacanthoma,5q minus syndroom,0.0,11
streng ileus,streng,0.7249619226745819,11
cis,5q minus syndroom,0.0,11
phyllodestumor,5q minus syndroom,0.0,11
talgklier adenoom,talgklier,0.8281294903965012,11
operatie verandering,operatie,0.7435268613489034,11
anaemie,5q minus syndroom,0.0,11
lichenoide keratosis,lichenoide keratosis benigne,0.870253540847931,11
hematopericard,5q minus syndroom,0.0,11
prematuritas,5q minus syndroom,0.0,10
extramedullaire haematopoese,extramedullaire hematopoese,0.6974522152141672,10
cin2,5q minus syndroom,0.0,10
micronodulaire levercirrhose,micronodulaire hyperplasie,0.8385785507598501,10
maligne melanoma,maligne melanoma in situ,0.7283458373970566,10
abortus materiaal,abortus,0.7146165378851544,10
spoelcellipoom,5q minus syndroom,0.0,10
anencephalie,5q minus syndroom,0.0,10
infarceringen,5q minus syndroom,0.0,10
bacteriemie,5q minus syndroom,0.0,10
tubulus necrose,tubulus nier,0.6454546653069009,10
multi orgaanfalen,multi minicore myopathie,0.6017790323606003,10
gastrointestinale stromatumor,metanefrische stromatumor,0.5390962311924266,10
3 maal,maal,1.0,10
litteken weefsel,litteken,0.7921706493112323,10
hormoonreceptorbepaling,5q minus syndroom,0.0,10
glioblastoma,glioblastoma multiforme,0.7646518598185073,10
clear cell acanthoom,clear cell cystadenoom,0.6803175397857691,10
longbovenkwab,5q minus syndroom,0.0,10
geen lokalisatie,een lokalisatie,0.5527759545055159,10
basale cellencarcinoom,basale cel hyperplasie,0.6951515637174713,10
gastrointestinale stromacel tumor,gastrointestinale stroma tumor,0.777678295578276,10
sclerosis,lichen sclerosis,0.7763953990705055,10
hydrocele,5q minus syndroom,0.0,10
multiple myeloom,myeloom,0.6766339264148685,10
schimmel infectie,schimmel,0.7905292827767672,9
circulatie stoornis,kleine circulatie,0.6187474984968871,9
meningioom,5q minus syndroom,0.0,9
immuunperoxidase reactie,immuunperoxidase,0.8040354138396522,9
corticobasale degeneratie,degeneratie,1.0,9
geen tumorlokalisatie,geen metastase,0.8299459455358004,9
cholestasis,5q minus syndroom,0.0,9
linkerventrikel,5q minus syndroom,0.0,9
kiemceltumor,5q minus syndroom,0.0,9
metastase grootcelligcarcinoom,metastase m t i,1.0,9
combined naevus,combined nevus,0.6742811202529487,9
lymfocytosis,5q minus syndroom,0.0,9
benigne lichenoide keratosis,lichenoide keratosis benigne,1.0000000000000002,9
micro-invasief plaveiselcelcarcinoom,invasief plaveiselcelcarcinoom,0.7515244527894587,9
pap3,5q minus syndroom,0.0,9
bethesda2,5q minus syndroom,0.0,9
her-2-neu negatief,a n f negatief,1.0,9
elastosis,elastosis cutis,0.7166312911761885,9
dermoid cyste,dermoid,0.8343342003944799,9
onder ooglid,ooglid,0.6894601202044349,9
pap1,5q minus syndroom,0.0,9
shaveexcisie,5q minus syndroom,0.0,9
primaire biliaire cirrhose,primaire biliaire cirrose,0.8395105911173761,9
brenner-tumor,tumor,1.0,9
geneesmiddelen effect,effect van geneesmiddelen,0.9266229306850846,9
sinus ethmoidalis,sinus lymfklier,0.770633000707611,9
haemorrhagische necrose,necrose,1.0,9
s,5q minus syndroom,0.0,9
overgang cardia oesophagus,overgang cardia oesofagus,0.8296474600919084,9
metastase neuro-endocrien carcinoom,metastase carcinoom,0.504995958811075,9
nsip,5q minus syndroom,0.0,8
ischaemie.,5q minus syndroom,0.0,8
elektronenmicroscopie,5q minus syndroom,0.0,8
colloidcarcinoom,5q minus syndroom,0.0,8
fundusklierpoliep,5q minus syndroom,0.0,8
metastase ductus carcinoma infiltrerend,infiltrerend ductus adenocarcinoom,0.6576362359668227,8
le,ml centroblastair le,0.6275191547697836,8
anthracosilicosis,5q minus syndroom,0.0,8
thrombotische thrombocytopenische purpura,purpura,1.0,8
brenner tumor,tumor,1.0,8
carcinoom metastase,metastase carcinoom,1.0,8
arterosclerose,5q minus syndroom,0.0,8
oesophagus ,5q minus syndroom,0.0,8
mitralis klep,valvula mitralis,0.5132976358686939,8
ziekte van parkinson,parkinson,0.7097313224531687,8
spitznaevus,5q minus syndroom,0.0,8
emphysema,emphysema pulmonum,0.7071067811865476,8
her2 neu negatief,a n f negatief,1.0,8
dikkedarm,5q minus syndroom,0.0,8
maligne b-cellymfoom,maligne,1.0,8
reaktief,5q minus syndroom,0.0,8
maag cardia,cardia maag,1.0,8
creutzfeldt jacob,creutzfeld jacob,0.5364673520607046,8
1maal,5q minus syndroom,0.0,8
tracheostoma,5q minus syndroom,0.0,8
cholangiocarcinoma,5q minus syndroom,0.0,8
oesophagus varices,varices,1.0,8
haemorrhoid,5q minus syndroom,0.0,8
cytomegalievirus,5q minus syndroom,0.0,8
non hodgkinlymfoom,hepatitis non a non b,0.9242126320536502,7
asthma,asthma bronchiale,0.7304935842402077,7
lipomatosis,naevus lipomatosis,0.8348710219749762,7
extramedullaire hematopoiese,hematopoiese,0.72878366219356,7
geen lokalisatie opgegeven,geen localisatie opgegeven,0.6639100530532697,7
hemolytisch uremisch syndroom,hemolytisch uraemisch syndroom,0.7554778340015285,7
glandulaparotis,5q minus syndroom,0.0,7
mitralis insufficientie,insufficientie,0.6551437187532384,7
spermatocele,5q minus syndroom,0.0,7
plasmocytosis,5q minus syndroom,0.0,7
ga,5q minus syndroom,0.0,7
reusceltumor van peesschede,reusceltumor peesschede,0.9082394251993872,7
metastase urotheelcel carcinoom,urotheelcel,0.8088688841438084,7
petechie,5q minus syndroom,0.0,7
dikkedarmslijmvlies,5q minus syndroom,0.0,7
virus infectie,infectie,0.7272875620489,7
maligne lymfoom centrocytair,maligne lymfoom,0.6705543431619683,7
aritmogene rechter ventrikeldysplasie,rechter,0.5847904974693444,7
bijkomende bevindingen,bijkomende bevinding,0.7381675398247117,7
bloedingen,multipele bloedingen,0.7965435918212185,7
tbc,5q minus syndroom,0.0,7
warty dyskeratoom,warty carcinoom,0.5943044949525641,7
lichen sclerose,sclerose,0.7446009881235639,7
oestrogeenreceptor bepaling positief,a n f positief,0.598028018842889,7
eczema,eczema psoriasiformis,0.670681923155653,7
angio-immunoblastair t-cellymfoom,immunoblastair lymfoom,0.8501979051707326,7
monoklonale gammopathie,monoclonale gammopathie,0.7071067811865476,7
granulairceltumor,5q minus syndroom,0.0,7
glioblastoom multiforme,glioblastoom,0.7363569688441194,7
aplastische anaemie,aplastische anemie,0.790381265448944,7
voornaamste pathologiebevinding,voornaamste klacht,0.682919558501508,7
arterio veneuze malformatie,veneuze trombose,0.5206337449701762,7
endometriose cyste,endometriose,0.8414486756600956,7
punktie,5q minus syndroom,0.0,7
hairy cel leukemie,hairy naevus,0.5685069747089796,7
micronodulaire cirrhose,micronodulaire hyperplasie,0.8385785507598501,7
haemorragie,5q minus syndroom,0.0,7
osteoporosis,5q minus syndroom,0.0,7
pap4,5q minus syndroom,0.0,7
bethesda1,5q minus syndroom,0.0,7
stereotactische biopsie,biopsie,1.0,7
lichaamsvreemdmateriaal,5q minus syndroom,0.0,7
achterwandinfarct,5q minus syndroom,0.0,7
hydrocefalus,5q minus syndroom,0.0,7
arthrose,5q minus syndroom,0.0,7
multisysteematrofie,5q minus syndroom,0.0,7
operatieeffect,5q minus syndroom,0.0,7
vin3,5q minus syndroom,0.0,6
metastase grootcellig neuro-endocrien carcinoom,metastase grootcellig carcinoom,0.6434392737764137,6
onder arm,arm,0.6640773148042128,6
obdcutie,5q minus syndroom,0.0,6
pneumokok,5q minus syndroom,0.0,6
mucinosis,mucinosis follicularis,0.7657699582395072,6
lis excisie,excisie,0.6616408205479678,6
spitz nevus,spitz naevus,0.6109242577946382,6
4maal,5q minus syndroom,0.0,6
haematoma,5q minus syndroom,0.0,6
inverted folliculaire keratosis,inverted folliculaire keratose,0.6905003553886699,6
perifeer t-cellymfoom,perifeer papilloom,0.7571348073521765,6
herpes simplexvirus,herpes,1.0,6
maligne lymfoom b cel type,maligne b cel lymfoom,0.8610982516493524,6
maligne lymfoom t cel type,maligne b cel lymfoom,0.8610982516493524,6
sessiel serrated laesie,sessiel serrated adenoom,0.7525369259195558,6
kd,5q minus syndroom,0.0,6
doorgroeitumor,5q minus syndroom,0.0,6
humaan papillomavirus,humaan papilloma virus,0.6330979432680469,6
clear cell carcinoom,hyaliniserend clear cell carcinoom,0.7851106663811932,6
b cellymfoom,5q minus syndroom,0.0,6
consult tbv derden concordant,consult t b v derden concordant,1.0,6
mesencefalon,5q minus syndroom,0.0,6
morphaea,5q minus syndroom,0.0,6
amyotrofische lateraal sclerose,sclerose,0.513916961439148,6
intravasculair grootcellig b-cellymfoom,intravasculair grootcellig b cel lymfoom,0.8040130161513219,6
phaeochromocytoom,5q minus syndroom,0.0,6
methyleringsonderzoek,5q minus syndroom,0.0,6
streptokok,5q minus syndroom,0.0,6
stasisdermatitis,5q minus syndroom,0.0,6
urether,5q minus syndroom,0.0,6
pheochromocytoom,5q minus syndroom,0.0,6
chronische myeloide leucaemie,chronische myeloide leukemie,0.8140453031804638,6
atrium septum defect,atrium,0.5785188044337334,6
2-maal,maal,1.0,6
coronair vaten,coronair trombose,0.5823086589311186,6
alcoholische levercirrhose,alcoholische hepatitis,0.8186671963162055,6
peri-appendicitis,appendicitis,0.591608536757763,6
uip,5q minus syndroom,0.0,6
auto-immuun ziekte,auto,0.6075167877986004,6
verruca seborroica,keratosis seborroica,0.6249365469275499,6
sektie,5q minus syndroom,0.0,6
basaalcelcarcinoom superficieeltype,basaalcelcarcinoom,1.0,6
regressieve veranderingen,regressieve ontsteking,0.8654323760869069,6
boven arm,arm,0.6741017688836409,6
fibro-epitheliaal papilloom,papilloom,0.4723351940519765,6
encephalomalacie,5q minus syndroom,0.0,6
haemorrhagische cystitis,cystitis,1.0,6
maligne lymfoom centroblastair centrocytair,ml centroblastair centrocytair,0.7429073706802276,6
disease',hodgkin s disease,0.7159560152293862,6
muco-epidermoidcarcinoom,epidermoidcarcinoom,1.0,6
kaposisarcoom,5q minus syndroom,0.0,6
melkgang carcinoom,melkgang,0.8976665106016003,6
barrett syndroom,syndroom van barrett,0.899414569956698,6
infarkt,5q minus syndroom,0.0,6
vagina top,vagina,1.0,6
leiomyosarcoma,5q minus syndroom,0.0,6
para-iliacaal,lymfklier para iliacaal,0.9045925351772102,6
naald biopsie,biopsie naald,1.0000000000000002,6
anthracosilicose,5q minus syndroom,0.0,6
glanspenis,5q minus syndroom,0.0,6
papilloma,papilloma virus,0.7452748330824389,6
myocard hypertrofie,myocard,0.7315077022990035,6
atriumfibrilleren,5q minus syndroom,0.0,5
benigne huidadnextumor,huidadnextumor benigne,1.0,5
specimenradiografie,5q minus syndroom,0.0,5
grootcellig anaplastisch t-cellymfoom,anaplastisch grootcellig carcinoom,0.8910171617279787,5
av,5q minus syndroom,0.0,5
schildwachter klier procedure,whipple procedure,0.5273923414117976,5
granulatie weefsel,granulatie,0.8307444059991893,5
fibro-epithelioom,epithelioom,0.6416119899970651,5
superficial spreading melanoom,superficial spreading maligne melanoom,0.9370435747672452,5
essentiele thrombocytemie,essentiele trombocytemie,0.7314340528001928,5
metastase neuro-endocriene tumor graad 1,maligne endocriene tumor,0.6202931382576076,5
ip ,5q minus syndroom,0.0,5
endometrium poliep,poliep,0.7405207720733588,5
plaveiselcelcarcinoom in situ,carcinoma in situ,0.6458832401177417,5
sikkelcelanaemie,5q minus syndroom,0.0,5
ischaemie ,5q minus syndroom,0.0,5
cholesterol embolus,embolus,1.0,5
tubulointerstitiele nefritis,chronische tubulointerstitiele nefritis,0.914593218007732,5
if negatief,a n f negatief,1.0,5
pleiomorfadenoom,5q minus syndroom,0.0,5
punctie klinikus,punctie,1.0,5
galgang adenoom,galgang,0.8005415075615554,5
metastase hooggradig neuro-endocrien carcinoom,metastase hooggradig sereus carcinoom,0.5564396159530232,5
aangeboren afwijkingen,mamma geen afwijkingen,0.562631307487483,5
condyloma,giant condyloma,0.7262747381098457,5
metastasen,melanoom metastasen,0.8098526457853359,5
mesenteriaal thrombose,5q minus syndroom,0.0,5
fibroepithelioma,pinkus fibroepithelioma premalignum,0.5846794666502819,5
pilomatrixoma,5q minus syndroom,0.0,5
chorio-amnionitis,amnionitis,1.0,5
dermale nevus,dermale naevus,0.5852937574773656,5
ventrikel septum defect,defect in septum atriorum,0.5863032569842924,5
hpv,hpv positief,0.7949057193436754,5
encephalocele,5q minus syndroom,0.0,5
meso colon,colon,1.0,5
metastase,metastase m t i,1.0,5
haemorrhagische infarcering,infarcering,1.0,5
veneuze thrombose,veneuze trombose,0.7495944791642397,5
pneumatosis,pneumatosis intestinalis,0.7171104641363135,5
ductaal carcinoma infiltrerend,ductaal carcinoom infiltrerend,0.7579177610381216,5
arterio sclerose,sclerose,1.0,5
beenmerg embolie,embolie,0.7564873584723247,5
thrombo embolie,embolie,1.0,5
boven ooglid,ooglid,0.6992144362021626,5
v,5q minus syndroom,0.0,5
metastase plaveiselcel carcinoom,metastase carcinoom,1.0,5
mamma reductie,reductie mamma,1.0,5
ischaemische infarcering,infarcering,1.0,5
halonaevus,5q minus syndroom,0.0,5
pemfigus vulgaris,lupus vulgaris,0.7654931524444167,5
laryngocele,5q minus syndroom,0.0,5
aortabifurcatieprothese,5q minus syndroom,0.0,5
hyalinemembranen,5q minus syndroom,0.0,5
ruptuur in myocardinfarct,myocardinfarct,0.6671109928738689,5
retentiecyste,5q minus syndroom,0.0,5
basaalcelcarcinoom morphaeatype,basaalcelcarcinoom,1.0,5
hemorrhagisch infarct,infarct,1.0,5
aortaklep insufficientie,aortaklep,0.7480904285367306,5
diffuus grootcellig bcellymfoom,diffuus grootcellig b cel lymfoom,0.7619836385158089,5
3keer,5q minus syndroom,0.0,5
mesothelioma,mesothelioma malignant,0.7480904285367306,5
reinkes oedeem,oedeem,1.0,5
haemofagocytose,5q minus syndroom,0.0,5
media degeneratie,media,0.7444427049597099,4
aorta stenose,stenose,0.7571542636632891,4
hypoxaemie,5q minus syndroom,0.0,4
adenocarcinoma.,adenocarcinoma papilliferum,0.724987802950534,4
if,5q minus syndroom,0.0,4
reumatoide arthritis,arthritis chronica,0.5820547913571996,4
elastose solaris,elastose,0.7216576882342275,4
acrodermatitis chronica atroficans,acrodermatitis,0.795721459417837,4
maligne huidadnextumor,huidadnextumor maligne,1.0,4
maligne lymfoom centroblastair centrocytair folliculair,ml centroblastair centrocytair folliculair,0.7995246692372707,4
endstage kidney,end stage kidney,0.5773502691896257,4
acute haemorrhagische ontsteking,acute ontsteking,1.0,4
lymfeklieren,5q minus syndroom,0.0,4
kyphoscoliose,5q minus syndroom,0.0,4
thrombotische afsluiting,afsluiting,1.0,4
intraductaalcarcinoom,5q minus syndroom,0.0,4
ependymoma,ependymoma papillare,0.7071067811865476,4
metastase clear cell carcinoom,metastase hyaliniserend clear cell carcinoom,0.8036288768378141,4
urotheelcelcarcinoma,urotheelcelcarcinoma in situ,0.7282924418417489,4
myoma,5q minus syndroom,0.0,4
ductaal carcinoma insitu,ductaal carcinoma in situ,0.7464688979067249,4
embryonaalcel carcinoom,carcinoom,1.0,4
stafylococcus aureus,lichen aureus,0.8020833274934209,4
liposarcoma,5q minus syndroom,0.0,4
